NodeLabel                           	NodeId	  Des1	  Des2	         RelTime	        CI_Lower	        CI_Upper	            Rate	Data Coverage
-                                   	   149	   148	    36	        0.052787	        0.014200	        0.196226	        1.414486	        99.86%
-                                   	   150	    22	    45	        0.011990	        0.002444	        0.058818	        1.973319	        86.87%
-                                   	   151	   150	    96	        0.020995	        0.004691	        0.093961	        2.036961	       100.00%
-                                   	   152	   151	    86	        0.031510	        0.007834	        0.126744	        2.268888	       100.00%
-                                   	   153	   152	    74	        0.034445	        0.009026	        0.131447	        2.310466	        93.10%
-                                   	   154	    14	    70	        0.024987	        0.004434	        0.140813	        1.302536	        85.12%
-                                   	   155	    99	    37	        0.025610	        0.005943	        0.110363	        6.282400	        37.48%
-                                   	   156	   155	    32	        0.032884	        0.008847	        0.122227	        6.922405	        67.39%
-                                   	   157	   156	   154	        0.048697	        0.013567	        0.174789	        3.002779	        97.29%
-                                   	   158	   157	   153	        0.053606	        0.015468	        0.185783	        2.633974	       100.00%
-                                   	   159	   158	   149	        0.064799	        0.018895	        0.222218	        1.930212	       100.00%
-                                   	   160	    89	    19	        0.013832	        0.002642	        0.072422	        6.520388	        76.59%
-                                   	   161	    10	    66	        0.003054	        0.000528	        0.017670	       23.546769	        89.58%
-                                   	   162	    90	   102	        0.000953	        0.000154	        0.005921	       18.199568	        73.70%
-                                   	   163	   162	   161	        0.003974	        0.000717	        0.022037	       20.701232	       100.00%
-                                   	   164	   163	    83	        0.013671	        0.002561	        0.072962	       10.253423	        85.93%
-                                   	   165	   164	   100	        0.016512	        0.003271	        0.083341	        9.134088	        96.75%
-                                   	   166	   165	   160	        0.017452	        0.003525	        0.086402	        7.717370	        97.16%
-                                   	   167	   166	    29	        0.019605	        0.004153	        0.092550	        8.443934	        94.45%
-                                   	   168	   167	     1	        0.026273	        0.005979	        0.115442	        7.766093	        89.99%
-                                   	   169	    41	    85	        0.017761	        0.003770	        0.083671	        7.114070	        62.11%
-                                   	   170	    51	    68	        0.023719	        0.004905	        0.114700	        4.012824	        88.81%
-                                   	   171	   170	   169	        0.026549	        0.005900	        0.119467	        5.342987	        99.82%
-                                   	   172	     6	    71	        0.015781	        0.003041	        0.081885	        7.272116	        73.61%
-                                   	   173	   172	    34	        0.018264	        0.003730	        0.089438	        7.334355	        94.95%
-                                   	   174	     9	    54	        0.010424	        0.001881	        0.057783	       19.265993	        62.11%
-                                   	   175	   174	    49	        0.011649	        0.002214	        0.061291	       17.054642	        86.60%
-                                   	   176	     7	    12	        0.007935	        0.001364	        0.046166	       16.347807	        94.86%
-                                   	   177	   176	    39	        0.010283	        0.001867	        0.056647	       14.749166	        83.72%
-                                   	   178	   177	    73	        0.011426	        0.002144	        0.060903	       12.190287	        58.41%
-                                   	   179	   178	   175	        0.012502	        0.002418	        0.064633	       14.418772	       100.00%
-                                   	   180	    43	    95	        0.003124	        0.000517	        0.018884	       16.146478	        74.15%
-                                   	   181	     2	    13	        0.003873	        0.000600	        0.025011	       15.939876	        75.51%
-                                   	   182	   181	    44	        0.008537	        0.001425	        0.051167	       16.576387	        89.58%
-                                   	   183	   182	    81	        0.009278	        0.001599	        0.053836	       15.430778	        69.96%
-                                   	   184	   183	   180	        0.011332	        0.002024	        0.063438	       15.784572	       100.00%
-                                   	   185	   184	    30	        0.012258	        0.002256	        0.066612	       12.991797	        96.89%
-                                   	   186	   185	    48	        0.013462	        0.002605	        0.069579	       14.747987	        96.08%
-                                   	   187	   186	   179	        0.014475	        0.002861	        0.073229	       14.582450	       100.00%
-                                   	   188	   187	    98	        0.015781	        0.003236	        0.076963	        8.943244	        90.53%
-                                   	   189	   188	   173	        0.020391	        0.004318	        0.096296	        8.098946	        99.91%
-                                   	   190	   189	    84	        0.027105	        0.006027	        0.121896	        5.435022	        98.38%
-                                   	   191	   190	   171	        0.028143	        0.006380	        0.124145	        5.388808	       100.00%
-                                   	   192	   191	   168	        0.029433	        0.006844	        0.126574	        6.469156	       100.00%
-                                   	   193	   192	    46	        0.036246	        0.008913	        0.147392	        4.104076	        74.15%
-                                   	   194	   193	    64	        0.040470	        0.010854	        0.150899	        3.890463	        98.20%
-                                   	   195	   194	     3	        0.047305	        0.013854	        0.161526	        3.226486	        99.73%
-                                   	   196	   195	   159	        0.092618	        0.028835	        0.297491	        2.495557	       100.00%
-                                   	   197	   196	   146	        0.158747	        0.052136	        0.483361	        2.150748	       100.00%
-                                   	   198	   197	   141	        0.178434	        0.061396	        0.518582	        2.091248	       100.00%
-                                   	   199	   198	   137	        0.205367	        0.073468	        0.574068	        1.825400	       100.00%
-                                   	   200	   199	   119	        0.364819	        0.137586	        0.704758	        1.455006	       100.00%
-                                   	   201	   200	   111	        0.372402	        0.146635	        0.704758	        1.217017	       100.00%
-                                   	   202	   201	    17	        0.394528	        0.195507	        0.704758	        1.303248	        52.10%
-                                   	   203	   202	   109	        0.413537	        0.242655	        0.704758	        1.117304	       100.00%
-                                   	   204	   203	   108	        0.505883	        0.329351	        0.777035	        1.000000	       100.00%
-                                   	   205	   204	   106	        0.505883	               -	               -	        1.000000	       100.00%
